MODEL,OA_DATE,ITEM_CODE,QTY,ITEM_DESCRIPTION
ACR SPARES,2023-09-29,082.08.000.50.,6.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,993.00.311.00.,10.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-29,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,8.0,PISTON KC/KCX
ACR SPARES,2023-09-29,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,9.0,PISTON KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,12.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,336.40.401.50.,8.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,14.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,993.00.311.00.,10.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,9.0,PISTON KC/KCX
ACR SPARES,2023-09-29,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,9.0,PISTON KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,12.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,336.40.401.50.,8.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-29,336.40.401.50.,6.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-29,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,8.0,PISTON KC/KCX
ACR SPARES,2023-09-29,993.00.311.00.,10.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,10.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,10.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,8.0,PISTON KC/KCX
ACR SPARES,2023-09-29,336.40.401.50.,6.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-29,993.00.311.00.,10.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-29,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,10.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,336.40.401.50.,15.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,6.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,082.08.000.50.,6.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,336.40.401.50.,11.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-09-29,082.08.000.50.,10.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,38.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,26.0,PISTON KC/KCX
ACR SPARES,2023-09-29,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,336.40.401.50.,8.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-29,993.00.311.00.,10.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,6.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,993.00.311.00.,24.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-29,336.40.401.50.,11.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,6.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,085.00.003.50.,33.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-09-29,082.03.110.50.,26.0,PISTON KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,1.0,PISTON KC/KCX
ACR SPARES,2023-09-29,082.08.000.50.,10.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,4.0,PISTON KC/KCX
ACR SPARES,2023-09-29,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,15.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,993.00.311.00.,24.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,12.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,993.00.311.00.,55.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-29,993.00.311.00.,54.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-29,336.40.401.50.,15.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,11.0,PISTON KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,15.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,082.08.000.50.,6.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,336.40.401.50.,11.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,9.0,PISTON KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-09-29,993.00.311.00.,24.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,26.0,PISTON KC/KCX
ACR SPARES,2023-09-29,993.00.311.00.,55.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-29,082.03.110.50.,20.0,PISTON KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,15.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,336.40.401.50.,17.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-29,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,38.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-29,336.40.401.50.,8.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-29,082.04.030.50.,38.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-30,082.08.000.50.,6.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-30,082.03.110.50.,10.0,PISTON KC/KCX
ACR SPARES,2023-09-30,336.40.401.50.,5.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-30,082.04.030.50.,15.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-30,082.04.030.50.,20.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-30,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-30,336.40.401.50.,6.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-30,082.03.110.50.,10.0,PISTON KC/KCX
ACR SPARES,2023-09-30,082.04.030.50.,9.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-30,082.03.110.50.,9.0,PISTON KC/KCX
ACR SPARES,2023-09-30,084.19.001.50.,2.0,GASKET SET KC4
ACR SPARES,2023-09-30,336.40.401.50.,6.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-30,082.03.110.50.,6.0,PISTON KC/KCX
ACR SPARES,2023-09-30,993.00.311.00.,20.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-30,336.40.401.50.,5.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-30,085.00.003.50.,15.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-09-30,085.00.003.50.,10.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-09-30,085.00.003.50.,40.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-09-30,993.00.311.00.,30.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-30,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-09-30,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-09-30,082.04.030.50.,10.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-30,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-30,082.03.110.50.,15.0,PISTON KC/KCX
ACR SPARES,2023-09-30,082.08.000.50.,10.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-30,082.04.030.50.,10.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-30,085.00.003.50.,50.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-09-30,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-09-30,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-09-30,993.00.311.00.,10.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-30,082.04.030.50.,10.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-30,082.04.030.50.,10.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-09-30,336.40.401.50.,10.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-09-30,082.08.000.50.,15.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-09-30,993.00.311.00.,20.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-09-30,336.40.401.50.,5.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-02,085.00.003.50.,10.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-02,085.00.003.50.,20.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-02,085.00.003.50.,19.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-02,085.00.003.50.,1.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-02,085.00.003.50.,20.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-02,085.00.003.50.,30.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-03,085.00.003.50.,50.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-03,082.03.110.50.,8.0,PISTON KC/KCX
ACR SPARES,2023-10-03,082.04.030.50.,27.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-03,336.40.401.50.,6.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-03,082.08.000.50.,10.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-03,084.19.001.50.,1.0,GASKET SET KC4
ACR SPARES,2023-10-03,085.00.003.50.,100.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-03,084.19.001.50.,5.0,GASKET SET KC4
ACR SPARES,2023-10-03,082.04.030.50.,10.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-03,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-03,993.00.311.00.,20.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-10-03,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-10-04,085.00.003.50.,15.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-04,085.00.003.50.,20.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-04,085.00.003.50.,50.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-04,085.00.003.50.,30.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-05,085.00.003.50.,30.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-05,085.00.003.50.,15.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-05,336.40.401.50.,18.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-05,082.04.030.50.,35.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-05,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-05,082.03.110.50.,15.0,PISTON KC/KCX
ACR SPARES,2023-10-05,085.00.003.50.,10.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-05,336.40.401.50.,10.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-05,082.03.110.50.,10.0,PISTON KC/KCX
ACR SPARES,2023-10-05,082.03.110.50.,12.0,PISTON KC/KCX
ACR SPARES,2023-10-06,082.08.000.50.,10.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-06,085.00.003.50.,25.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-06,336.40.401.50.,15.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-06,082.04.030.50.,20.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-06,336.40.401.50.,5.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-06,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-06,336.40.401.50.,5.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-06,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-10-06,082.03.110.50.,12.0,PISTON KC/KCX
ACR SPARES,2023-10-07,082.04.030.50.,10.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-07,082.08.000.50.,10.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-07,336.40.401.50.,20.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-07,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-10-07,082.03.110.50.,21.0,PISTON KC/KCX
ACR SPARES,2023-10-07,993.00.311.00.,50.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-10-07,082.04.030.50.,16.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-07,082.04.030.50.,34.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-07,082.03.110.50.,4.0,PISTON KC/KCX
ACR SPARES,2023-10-09,085.00.003.50.,37.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-09,336.40.401.50.,14.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-09,085.00.003.50.,33.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-10,085.00.003.50.,33.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-10,085.00.003.50.,10.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-10,085.00.003.50.,50.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-12,082.03.110.50.,7.0,PISTON KC/KCX
ACR SPARES,2023-10-12,336.40.401.50.,12.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-12,082.04.030.50.,10.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-12,082.08.000.50.,7.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-12,336.40.401.50.,8.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-13,085.00.003.50.,33.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-14,082.03.110.50.,15.0,PISTON KC/KCX
ACR SPARES,2023-10-14,082.04.030.50.,20.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-16,085.00.003.50.,12.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-16,082.03.110.50.,20.0,PISTON KC/KCX
ACR SPARES,2023-10-16,085.00.003.50.,13.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-16,082.04.030.50.,20.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-16,082.03.110.50.,12.0,PISTON KC/KCX
ACR SPARES,2023-10-16,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-16,336.40.401.50.,12.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-16,082.03.110.50.,6.0,PISTON KC/KCX
ACR SPARES,2023-10-16,336.40.401.50.,6.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-17,085.00.003.50.,30.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-17,085.00.003.50.,25.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-18,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-18,082.03.110.50.,12.0,PISTON KC/KCX
ACR SPARES,2023-10-18,082.08.000.50.,15.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-18,336.40.401.50.,12.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-18,082.04.030.50.,15.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-18,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-19,085.00.003.50.,70.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-19,085.00.003.50.,20.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-19,336.40.401.50.,6.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-19,082.03.110.50.,6.0,PISTON KC/KCX
ACR SPARES,2023-10-19,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-19,084.19.001.50.,5.0,GASKET SET KC4
ACR SPARES,2023-10-20,085.00.003.50.,40.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-20,082.08.000.50.,8.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-20,085.00.003.50.,76.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-20,085.00.003.50.,24.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-20,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-10-20,085.00.003.50.,25.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-21,336.40.401.50.,6.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-21,082.04.030.50.,20.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-21,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-21,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-10-23,084.19.001.50.,4.0,GASKET SET KC4
ACR SPARES,2023-10-23,085.00.003.50.,30.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-25,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-25,336.40.401.50.,5.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-25,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-25,084.19.001.50.,1.0,GASKET SET KC4
ACR SPARES,2023-10-25,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-10-26,336.40.401.50.,7.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-26,085.00.003.50.,10.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-26,082.03.110.50.,6.0,PISTON KC/KCX
ACR SPARES,2023-10-27,085.00.003.50.,22.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-27,336.40.401.50.,14.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-27,085.00.003.50.,33.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-28,082.04.030.50.,20.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-28,993.00.311.00.,100.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-10-28,336.40.401.50.,25.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-28,082.03.110.50.,25.0,PISTON KC/KCX
ACR SPARES,2023-10-28,082.08.000.50.,7.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-28,082.08.000.50.,20.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-28,082.08.000.50.,10.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-10-28,082.04.030.50.,6.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-28,993.00.311.00.,50.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-10-28,085.00.003.50.,25.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-30,085.00.003.50.,25.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-31,085.00.003.50.,20.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-31,082.04.030.50.,50.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-31,336.40.401.50.,20.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-31,085.00.003.50.,15.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-31,085.00.003.50.,20.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-31,084.19.001.50.,1.0,GASKET SET KC4
ACR SPARES,2023-10-31,082.04.030.50.,10.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-31,085.00.003.50.,100.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-31,082.03.110.50.,40.0,PISTON KC/KCX
ACR SPARES,2023-10-31,336.40.401.50.,30.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-10-31,082.04.030.50.,50.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-10-31,085.00.003.50.,7.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-31,085.00.003.50.,23.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-10-31,084.19.001.50.,1.0,GASKET SET KC4
ACR SPARES,2023-11-01,082.04.030.50.,25.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-11-01,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-11-02,085.00.003.50.,50.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-11-02,085.00.003.50.,100.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-11-02,336.40.401.50.,5.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-11-02,082.04.030.50.,10.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-11-03,082.04.030.50.,19.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-11-03,336.40.401.50.,14.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-11-03,082.08.000.50.,8.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-11-03,082.03.110.50.,20.0,PISTON KC/KCX
ACR SPARES,2023-11-03,993.00.311.00.,25.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-11-04,993.00.311.00.,100.0,GASKET SUCT STRAINER & SIDE COVER KC/KCX
ACR SPARES,2023-11-04,082.03.110.50.,9.0,PISTON KC/KCX
ACR SPARES,2023-11-04,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-11-04,085.00.003.50.,1.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-11-04,336.40.401.50.,12.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-11-04,082.04.030.50.,20.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-11-04,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-11-04,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-11-04,336.40.401.50.,5.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-11-06,085.00.003.50.,1.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-11-06,336.40.401.50.,14.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-11-06,085.00.003.50.,1.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-11-06,085.00.003.50.,22.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-11-06,085.00.003.50.,10.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-11-06,085.00.003.50.,1.0,"KIRLOSKAR ADVANTAGE OIL, 20 LTR DRUM"
ACR SPARES,2023-11-07,082.04.030.50.,15.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-11-09,336.40.401.50.,6.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-11-09,082.03.110.50.,6.0,PISTON KC/KCX
ACR SPARES,2023-11-09,351.03.301.50.,24.0,LINER CYLINDER AC70
ACR SPARES,2023-11-09,082.04.030.50.,6.0,BEARING BUSH BIG END CON ROD KC/KCX
ACR SPARES,2023-11-10,336.40.401.50.,12.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-11-10,082.03.110.50.,15.0,PISTON KC/KCX
ACR SPARES,2023-11-10,082.03.110.50.,5.0,PISTON KC/KCX
ACR SPARES,2023-11-11,082.08.000.50.,5.0,SHAFT SEAL ASSEMBLY KC/KCX
ACR SPARES,2023-11-11,082.03.110.50.,12.0,PISTON KC/KCX
ACR SPARES,2023-11-14,336.40.401.50.,10.0,CYLINDER LINER KC/KCX
ACR SPARES,2023-11-14,082.08.000.50.,10.0,SHAFT SEAL ASSEMBLY KC/KCX
